variant,mean_known_macro_f1,min_known_macro_f1,mean_unknown_auroc,min_unknown_auroc,mean_unknown_recall,min_unknown_recall,max_false_alarm,max_message_bytes,mean_seconds
X-MAG-COS-24B,0.997936339301321,0.9970205097116384,0.9502466433361217,0.789849533715577,0.851704422579662,0.4249661192216933,0.0511467994108983,24,10.343220698880032
X-MAG-COS-30B,0.9980621175518077,0.9972765324651034,0.9503059076865475,0.789923531967435,0.8519356403436018,0.4269011029343758,0.0510258111430406,30,26.633825073629618
