method,held_out_attack,n_seeds,known_f1_mean,known_f1_std,auroc_mean,auroc_std,recall_mean,recall_std,fpr_mean,fpr_std
X-MAG-COS-16Q,HTTPFlood,5,0.9991056884010099,0.00010861612085917888,0.9894422888279697,0.002292491286657721,0.9447049967332329,0.012295682966951289,0.05038198707693066,0.0002953388625727008
X-MAG-COS-16Q,ICMPFlood,5,0.9985762194275283,0.00012187508489819846,0.9965530167756714,0.0021012317740430227,1.0,0.0,0.04941921568735058,0.0008397365863931996
X-MAG-COS-16Q,SYNFlood,5,0.9983654285797033,0.0002720379135397156,0.9923883645381446,0.0020905278983333326,1.0,0.0,0.04962871458141606,0.0002927909131246986
X-MAG-COS-16Q,SYNScan,5,0.9988194925611349,0.00025216549893681146,0.9957668955189639,0.0013976921746616416,1.0,0.0,0.0499477359200568,0.0007865927503425573
X-MAG-COS-16Q,SlowrateDoS,5,0.9991060426188119,7.833908750400907e-05,0.8993865308233797,0.018473433615140786,0.30351731305727253,0.11612737218020212,0.04994662077414456,0.0005703575372472031
X-MAG-COS-16Q,TCPConnectScan,5,0.9987590078824411,9.273446400796062e-05,0.9268229206840737,0.049521139293363436,0.7118890883702373,0.2733700230200218,0.04966327713852462,0.00021046009520124472
X-MAG-COS-16Q,UDPFlood,5,0.9984896356440865,0.00013144959274156016,0.45326804157823475,0.014620431331575121,0.0031726942755936197,0.004350535362352765,0.04959989453562712,0.0002671966475018586
X-MAG-COS-16Q,UDPScan,5,0.9987655494430513,0.00013643373958207658,0.9642625629114978,0.026122869794819897,0.8274487614736576,0.16138347068841358,0.04923832487027628,0.00022702192393178847
